City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
178,Sarangani,PH,28.070000000000054,5.4033,125.4636,Ballistic Islet
181,Broome,US,30.890000000000047,42.2506,-75.833,Chenango Valley State Park
182,Mumford,GH,26.629999999999995,5.2618,-0.759,Spanish Villa
183,Artesia,US,29.400000000000034,33.8658,-118.0831,Days Inn & Suites by Wyndham Artesia
191,Urucará,BR,27.090000000000032,-2.5364,-57.76,Hotel japa
194,Tateyama,JP,22.86000000000001,34.9833,139.8667,Tateyama Seaside Hotel
195,Saint-Pierre,RE,22.820000000000054,-21.3393,55.4781,Lindsey Hôtel
200,Olinda,BR,25.850000000000023,-8.0089,-34.8553,Hotel Albergue de Olinda
202,Salalah,OM,29.050000000000008,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
204,Lázaro Cárdenas,MX,30.800000000000008,17.9583,-102.2,quinta antigua
205,Esim,GH,26.19,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
207,Gwadar,PK,28.150000000000034,25.1216,62.3254,Sadaf Resort
208,Beihai,CN,26.600000000000023,21.4833,109.1,21 Degree Hostel
212,Assiut,EG,24.100000000000023,27.180999999999997,31.1837,Florence Hotel Assiut
220,São José da Coroa Grande,BR,24.620000000000005,-8.8978,-35.1478,Crôa Mares Hotel
221,Tual,ID,27.370000000000005,-5.6667,132.75,Grand Vilia Hotel
227,Matara,LK,25.68000000000001,5.9485,80.5353,Amaloh Boutique Resort
229,Mogadishu,SO,26.01000000000005,2.0371,45.3438,Hotel Juba
233,Saint-Philippe,RE,22.77000000000004,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
234,Souillac,MU,24.210000000000036,-20.5167,57.5167,Shanti Maurice Resort & Spa
238,Sur,OM,28.79000000000002,22.5667,59.5289,Sur Plaza Hotel
239,Sinnamary,GF,24.45000000000005,5.3833,-52.95,ALETHEIA Appartement Sinnamary
241,Malakanagiri,IN,27.050000000000008,18.35,81.9,Girls' Hostel
242,Mahibadhoo,MV,28.280000000000033,3.7833,72.9667,Omadhoo Inn
247,Sambava,MG,21.720000000000027,-14.2667,50.1667,Melrose
249,Jacareacanga,BR,26.0,-6.2222,-57.7528,Casa do Ian😎
251,Jiblah,YE,20.629999999999995,13.9216,44.1467,Tiger Tower Hotel
254,Ambanja,MG,21.5,-13.6833,48.45,Hotel Salama and Fast Food
257,Takahagi,JP,22.370000000000005,36.7167,140.7167,Matsushimakan
258,Ahmadpur,IN,26.86000000000001,18.7,76.9333,Hengane (Pitashri Niwas)
260,Huilong,CN,23.350000000000023,31.8111,121.655,Hilton Garden Inn Qidong
261,Eureka,US,20.930000000000007,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
262,Tubualá,PA,30.06,9.5167,-79.0333,Río Nabagana
264,Isangel,VU,25.06,-19.55,169.2667,Tanna Lodge
265,Panórama,GR,20.850000000000023,40.5878,23.0315,Panorama Hotel
266,Yangi Marg`ilon,UZ,27.68000000000001,40.4272,71.7189,Ikathouse
267,Yokadouma,CM,21.45000000000005,3.5167,15.05,Hôtel De Ville De Yokadouma
268,Cherskiy,RU,20.02000000000004,68.75,161.3,Gostinitsa
270,Kenai,US,20.57000000000005,60.5544,-151.2583,Aspen Extended Stay Suites
271,‘Āhuimanu,US,28.840000000000032,21.4447,-157.8378,Paradise Bay Resort
279,Lagunas,PE,23.640000000000047,-5.2269,-75.6753,Hospedaje Eco
280,Normandin,CA,23.170000000000016,48.8333,-72.5321,Chambres MB Normandin (Lac St -Jean)
281,Carutapera,BR,23.780000000000033,-1.195,-46.02,Lidera
282,Alexandria,EG,20.980000000000018,31.2156,29.9553,Royal Crown Hotel
283,Rock Sound,BS,26.20000000000005,24.9,-76.2,Rock Sound Club
286,Lompoc,US,24.879999999999995,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
287,Cururupu,BR,22.99000000000001,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
288,Aswān,EG,28.76000000000005,24.0934,32.907,Nuba Nile
289,George Town,MY,26.61000000000001,5.4112,100.3354,Cititel Penang
295,Monrovia,LR,24.870000000000005,6.3005,-10.7969,Sunset Inn
296,Cam Ranh,VN,27.980000000000015,11.9214,109.1591,OYO 598 Peony Hotel
300,Sorong,ID,26.230000000000015,-0.8833,131.25,waigo splash hotel
310,Najrān,SA,26.36000000000001,17.4924,44.1277,محمد هادي ال فطيح
313,Saravena,CO,21.86000000000001,6.9538,-71.8752,Hotel Diamante Saravena
319,Hanchuan,CN,25.06,30.65,113.7667,金鲤湖宾馆
323,Sabha,LY,27.840000000000032,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
329,Kantunilkín,MX,29.970000000000034,21.0917,-87.45,Posada Paraiso
331,Naze,JP,23.51000000000005,28.3667,129.4833,奄美ポートタワーホテル
332,Santa Isabel,BR,20.610000000000014,-23.3156,-46.2214,Chácara Sombra do Altíssimo
334,Dakoro,NE,27.629999999999995,14.5106,6.765,Shagon mai liverpool
335,Zhuhai,CN,27.879999999999995,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
337,Baikunthpur,IN,28.080000000000037,23.25,82.55,Hotel Shree Annpurna inn
338,Sola,VU,25.370000000000005,-13.8833,167.55,Leumerus Bungalows
339,Cairo,EG,22.620000000000005,30.0626,31.2497,Grand Hotel
340,Beaupré,CA,27.030000000000033,47.0443,-70.8953,Hébergement Mont-Sainte-Anne
342,Amahai,ID,26.070000000000054,-3.3333,128.9167,HOTEL ISABELA
344,Riachão das Neves,BR,23.02000000000004,-11.7461,-44.91,Casa Costa
345,Trairi,BR,25.150000000000034,-3.2778,-39.2689,janelas do mar
346,Belle Fourche,US,27.36000000000001,44.6714,-103.8522,Kings Inn
348,Umm Bāb,QA,30.820000000000054,25.2142,50.8072,mike beach
349,Nishihara,JP,23.81,26.1842,127.7558,Minshuku Agaihama
351,Mandalī,IQ,29.81,33.7499,45.5541,قرئ الشيخ سحاب الندا
352,Maceió,BR,25.69,-9.6658,-35.7353,Poutur Pousada
353,Noumea,NC,22.780000000000033,-22.2763,166.4572,Hôtel Le Lagon
356,Lorengau,PG,28.25,-2.0226,147.2712,Lorengau Harbourside Hotel
357,Alcalá de Henares,ES,23.93000000000001,40.4821,-3.36,Parador de Alcalá de Henares
358,Nānākuli,US,28.970000000000034,21.3906,-158.1547,Camp Pālehua
