City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
196,Dolores,-36.3132,-57.6792,7.340000000000032,72,88,1.87,AR,2021-06-06 22:39:10
197,Airai,-8.9266,125.4092,15.53000000000003,72,47,1.14,TL,2021-06-06 22:41:19
198,Inhambane,-23.865,35.3833,19.560000000000002,74,82,4.9,MZ,2021-06-06 22:41:21
199,Kaeo,-35.1,173.7833,15.740000000000009,97,100,6.17,NZ,2021-06-06 22:41:23
200,Olinda,-8.0089,-34.8553,25.850000000000023,69,40,5.03,BR,2021-06-06 22:41:00
201,Namwala,-15.7504,26.4384,10.740000000000009,67,80,2.03,ZM,2021-06-06 22:41:26
202,Salalah,17.0151,54.0924,29.05000000000001,89,75,3.6,OM,2021-06-06 22:41:28
203,Menzelinsk,55.7271,53.1026,16.58000000000004,78,0,0.63,RU,2021-06-06 22:41:30
204,Lázaro Cárdenas,17.9583,-102.2,30.80000000000001,61,89,5.66,MX,2021-06-06 22:41:32
205,Esim,4.8699,-2.2405,26.189999999999998,82,11,3.98,GH,2021-06-06 22:41:34
206,Lavrentiya,65.5833,-171.0,1.5500000000000114,94,100,1.45,RU,2021-06-06 22:41:36
207,Gwadar,25.1216,62.3254,28.150000000000034,77,35,1.5,PK,2021-06-06 22:41:38
208,Beihai,21.4833,109.1,26.600000000000023,75,17,4.14,CN,2021-06-06 22:41:40
209,Letterkenny,54.95,-7.7333,8.189999999999998,93,96,0.67,IE,2021-06-06 22:41:42
210,Bonavista,48.6499,-53.1147,7.0,85,75,8.01,CA,2021-06-06 22:41:43
211,Zhigansk,66.7697,123.3711,11.360000000000014,40,100,5.42,RU,2021-06-06 22:41:45
212,Assiut,27.181,31.1837,24.100000000000023,35,12,7.76,EG,2021-06-06 22:41:47
213,Nosy Varika,-20.5833,48.5333,18.960000000000036,78,85,4.42,MG,2021-06-06 22:41:49
214,Ondjiva,-17.0667,15.7333,13.110000000000014,48,15,3.65,AO,2021-06-06 22:41:51
215,Ayan,56.45,138.1667,5.470000000000027,89,99,1.9,RU,2021-06-06 22:40:37
216,Latung,5.5,120.8833,28.24000000000001,75,99,1.87,PH,2021-06-06 22:41:54
217,Belaya Gora,68.5333,146.4167,5.990000000000009,67,100,2.25,RU,2021-06-06 22:41:56
218,New Norfolk,-42.7826,147.0587,13.840000000000032,78,100,0.89,AU,2021-06-06 22:41:58
219,Nizhneudinsk,54.9076,99.0276,9.100000000000023,70,58,2.35,RU,2021-06-06 22:42:01
220,São José da Coroa Grande,-8.8978,-35.1478,24.620000000000005,84,24,3.96,BR,2021-06-06 22:42:03
221,Tual,-5.6667,132.75,27.370000000000005,78,100,6.45,ID,2021-06-06 22:42:05
222,Srednekolymsk,67.45,153.6833,6.990000000000009,71,100,6.96,RU,2021-06-06 22:42:07
223,Gwanda,-20.9333,29.0,8.830000000000041,92,11,2.55,ZW,2021-06-06 22:42:09
224,Nanton,50.3501,-113.7687,17.03000000000003,35,77,4.72,CA,2021-06-06 22:42:11
225,Santa Lucía,27.9117,-15.5407,15.620000000000005,73,75,5.15,ES,2021-06-06 22:42:13
226,Berlevåg,70.8578,29.0864,4.03000000000003,72,6,0.35,NO,2021-06-06 22:41:00
227,Matara,5.9485,80.5353,25.680000000000007,90,96,4.34,LK,2021-06-06 22:42:16
228,Ponta do Sol,32.6667,-17.1,19.350000000000023,76,4,2.63,PT,2021-06-06 22:42:18
229,Mogadishu,2.0371,45.3438,26.010000000000048,87,47,9.19,SO,2021-06-06 22:42:22
230,Vestmanna,62.1564,-7.1664,9.510000000000048,100,90,4.18,FO,2021-06-06 22:42:24
231,Bend,44.0582,-121.3153,16.939999999999998,37,90,2.24,US,2021-06-06 22:37:49
232,Borogontsy,62.6683,131.1683,13.180000000000007,62,99,2.61,RU,2021-06-06 22:42:27
233,Saint-Philippe,-21.3585,55.7679,22.77000000000004,86,77,6.18,RE,2021-06-06 22:42:14
234,Souillac,-20.5167,57.5167,24.210000000000036,78,40,5.53,MU,2021-06-06 22:42:30
235,Rundu,-17.9333,19.7667,9.300000000000011,58,21,2.83,NA,2021-06-06 22:42:32
236,Lashio,22.9333,97.75,19.920000000000016,98,100,0.31,MM,2021-06-06 22:42:34
237,Broken Hill,-31.95,141.4333,10.840000000000032,62,26,5.66,AU,2021-06-06 22:42:36
238,Sur,22.5667,59.5289,28.79000000000002,78,0,5.09,OM,2021-06-06 22:42:38
239,Sinnamary,5.3833,-52.95,24.450000000000045,89,100,2.53,GF,2021-06-06 22:40:33
240,Ust-Tsilma,65.441,52.1498,1.910000000000025,68,8,2.53,RU,2021-06-06 22:42:41
241,Malakanagiri,18.35,81.9,27.05000000000001,76,17,0.75,IN,2021-06-06 22:42:43
242,Mahibadhoo,3.7833,72.9667,28.28000000000003,73,65,6.87,MV,2021-06-06 22:42:45
243,Gornyak,50.9942,81.4661,10.420000000000016,78,0,2.61,RU,2021-06-06 22:42:47
244,Qarchī Gak,37.04,66.7889,33.5,20,1,6.63,AF,2021-06-06 22:42:49
245,Talara,-4.5772,-81.2719,19.970000000000027,82,68,7.09,PE,2021-06-06 22:42:51
246,Lapua,62.9693,23.0088,14.25,89,1,1.48,FI,2021-06-06 22:42:53
247,Sambava,-14.2667,50.1667,21.720000000000027,87,27,4.59,MG,2021-06-06 22:42:55
248,Tuktoyaktuk,69.4541,-133.0374,2.0,69,90,4.12,CA,2021-06-06 22:42:56
249,Jacareacanga,-6.2222,-57.7528,26.0,72,99,0.47,BR,2021-06-06 22:42:17
250,High Level,58.5169,-117.136,18.060000000000002,45,75,4.02,CA,2021-06-06 22:43:00
251,Jiblah,13.9216,44.1467,20.629999999999995,55,4,1.77,YE,2021-06-06 22:43:02
252,Acarí,-15.4311,-74.6158,19.450000000000045,75,8,1.93,PE,2021-06-06 22:43:04
253,Iquique,-20.2208,-70.1431,16.02000000000004,80,93,2.68,CL,2021-06-06 22:43:05
254,Ambanja,-13.6833,48.45,21.5,91,69,1.06,MG,2021-06-06 22:43:07
255,Granard,53.7667,-7.5,10.03000000000003,87,99,2.26,IE,2021-06-06 22:43:11
256,Marawi,7.9986,124.2928,18.140000000000043,86,99,0.85,PH,2021-06-06 22:41:53
257,Takahagi,36.7167,140.7167,22.370000000000005,73,100,1.56,JP,2021-06-06 22:43:16
258,Ahmadpur,18.7,76.9333,26.860000000000014,69,81,3.11,IN,2021-06-06 22:43:19
259,Tshane,-24.0196,21.8684,8.25,58,0,4.53,BW,2021-06-06 22:43:21
260,Huilong,31.8111,121.655,23.350000000000023,65,20,4.62,CN,2021-06-06 22:43:23
261,Eureka,40.8021,-124.1637,20.930000000000007,71,68,3.13,US,2021-06-06 22:43:25
262,Tubualá,9.5167,-79.0333,30.060000000000002,82,77,3.25,PA,2021-06-06 22:43:27
263,Ozinki,51.1786,49.6769,16.970000000000027,77,89,0.88,RU,2021-06-06 22:43:28
264,Isangel,-19.55,169.2667,25.060000000000002,61,75,4.81,VU,2021-06-06 22:41:47
265,Panórama,40.5878,23.0315,20.850000000000023,80,20,0.45,GR,2021-06-06 22:43:32
266,Yangi Marg`ilon,40.4272,71.7189,27.680000000000007,28,77,3.09,UZ,2021-06-06 22:43:34
267,Yokadouma,3.5167,15.05,21.450000000000045,96,98,0.72,CM,2021-06-06 22:43:36
268,Cherskiy,68.75,161.3,20.02000000000004,35,100,8.67,RU,2021-06-06 22:43:39
269,Grindavik,63.8424,-22.4338,9.260000000000048,93,75,6.95,IS,2021-06-06 22:43:41
270,Kenai,60.5544,-151.2583,20.57000000000005,53,1,5.66,US,2021-06-06 22:43:43
